page_id,page_type,original_size,compressed_size,compression_ratio,label,two_stage_pred,stage_used,stage1_score,stage2_ratio,feat_distinct,feat_max_freq_ratio,feat_zero_ratio,feat_run_count,stage1_only_pred
rand_0627.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1675,-1.0,98,0.0234375,0.0,1,incompressible
rand_0628.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1284375,-1.0,103,0.0234375,0.0,1,incompressible
rand_0629.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.09765625,-1.0,108,0.0234375,0.0078125,0,incompressible
rand_0630.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1015625,-1.0,104,0.03125,0.015625,0,incompressible
rand_0631.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.12406249999999999,-1.0,97,0.0390625,0.0,2,incompressible
rand_0632.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,96,0.03125,0.015625,0,incompressible
rand_0633.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.140625,-1.0,104,0.0234375,0.0,0,incompressible
rand_0634.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15234375,-1.0,99,0.03125,0.0078125,0,incompressible
rand_0635.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.08984375,-1.0,109,0.0234375,0.0078125,0,incompressible
rand_0636.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.0971875,-1.0,105,0.03125,0.0,1,incompressible
rand_0637.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11328125,-1.0,106,0.0234375,0.0078125,0,incompressible
rand_0638.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15234375,-1.0,99,0.03125,0.0078125,0,incompressible
rand_0639.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,102,0.0234375,0.0,0,incompressible
rand_0640.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.109375,-1.0,108,0.0234375,0.0,0,incompressible
rand_0641.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.089375,-1.0,105,0.0234375,0.015625,1,incompressible
rand_0642.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,99,0.0234375,0.0,0,incompressible
rand_0643.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1875,-1.0,98,0.0234375,0.0,0,incompressible
rand_0644.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1675,-1.0,98,0.0234375,0.0,1,incompressible
rand_0645.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,100,0.03125,0.0,0,incompressible
rand_0646.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.18703125,-1.0,94,0.0234375,0.0078125,1,incompressible
rand_0647.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13671875,-1.0,101,0.03125,0.0078125,0,incompressible
rand_0648.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,99,0.03125,0.0,0,incompressible
rand_0649.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1440625,-1.0,99,0.03125,0.0,1,incompressible
rand_0650.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1328125,-1.0,103,0.03125,0.0,0,incompressible
rand_0651.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13234375,-1.0,101,0.0234375,0.0078125,1,incompressible
rand_0652.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14015625,-1.0,98,0.03125,0.0078125,1,incompressible
rand_0653.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14453125,-1.0,100,0.03125,0.0078125,0,incompressible
rand_0654.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14453125,-1.0,102,0.0234375,0.0078125,0,incompressible
rand_0655.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14015625,-1.0,98,0.03125,0.0078125,1,incompressible
rand_0656.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11624999999999999,-1.0,99,0.0234375,0.015625,2,incompressible
rand_0657.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.2109375,-1.0,93,0.03125,0.0,0,incompressible
rand_0658.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,99,0.03125,0.0,0,incompressible
rand_0659.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11624999999999999,-1.0,102,0.0234375,0.0,2,incompressible
rand_0660.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1128125,-1.0,107,0.015625,0.0,1,incompressible
rand_0661.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,102,0.0234375,0.0,0,incompressible
rand_0662.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.12453125,-1.0,102,0.0234375,0.0078125,1,incompressible
rand_0663.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1171875,-1.0,107,0.0234375,0.0,0,incompressible
rand_0664.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1171875,-1.0,105,0.03125,0.0,0,incompressible
rand_0665.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.12890625,-1.0,104,0.0234375,0.0078125,0,incompressible
rand_0666.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.203125,-1.0,98,0.015625,0.0,0,incompressible
rand_0667.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.120625,-1.0,104,0.0234375,0.0,1,incompressible
rand_0668.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1328125,-1.0,105,0.0234375,0.0,0,incompressible
rand_0669.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,99,0.0234375,0.015625,0,incompressible
rand_0670.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,99,0.0234375,0.0,0,incompressible
rand_0671.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1128125,-1.0,105,0.0234375,0.0,1,incompressible
rand_0672.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1953125,-1.0,94,0.0234375,0.015625,0,incompressible
rand_0673.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1596875,-1.0,99,0.0234375,0.0,1,incompressible
rand_0674.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.183125,-1.0,94,0.03125,0.0,1,incompressible
rand_0675.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.16796875,-1.0,99,0.0234375,0.0078125,0,incompressible
rand_0676.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.08984375,-1.0,107,0.03125,0.0078125,0,incompressible
rand_0677.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,101,0.0234375,0.0,0,incompressible
rand_0678.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,100,0.0234375,0.0,0,incompressible
rand_0679.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1440625,-1.0,103,0.015625,0.0,1,incompressible
rand_0680.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,99,0.0234375,0.0,0,incompressible
rand_0681.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.125,-1.0,106,0.0234375,0.0,0,incompressible
rand_0682.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1475,-1.0,96,0.03125,0.0,2,incompressible
rand_0683.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1675,-1.0,98,0.0234375,0.0,1,incompressible
rand_0684.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.12890625,-1.0,104,0.0234375,0.0078125,0,incompressible
rand_0685.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,99,0.0234375,0.0,0,incompressible
rand_0686.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.105,-1.0,106,0.0234375,0.0,1,incompressible
rand_0687.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,102,0.0234375,0.0,0,incompressible
rand_0688.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,102,0.0234375,0.0,0,incompressible
rand_0689.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.089375,-1.0,108,0.0234375,0.0,1,incompressible
rand_0690.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1284375,-1.0,101,0.03125,0.0,1,incompressible
rand_0691.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1875,-1.0,96,0.03125,0.0,0,incompressible
rand_0692.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,102,0.0234375,0.0,0,incompressible
rand_0693.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1284375,-1.0,103,0.0234375,0.0,1,incompressible
rand_0694.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13578125,-1.0,96,0.03125,0.0078125,2,incompressible
rand_0695.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.17578125,-1.0,98,0.0234375,0.0078125,0,incompressible
rand_0696.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14796875,-1.0,97,0.03125,0.0078125,1,incompressible
rand_0697.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.16015625,-1.0,100,0.0234375,0.0078125,0,incompressible
rand_0698.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.10109375,-1.0,105,0.0234375,0.0078125,1,incompressible
rand_0699.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.140625,-1.0,104,0.0234375,0.0,0,incompressible
rand_0700.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.140625,-1.0,99,0.03125,0.015625,0,incompressible
rand_0701.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.151875,-1.0,98,0.03125,0.0,1,incompressible
rand_0702.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1753125,-1.0,97,0.0234375,0.0,1,incompressible
rand_0703.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1284375,-1.0,101,0.03125,0.0,1,incompressible
rand_0704.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1553125,-1.0,92,0.03125,0.015625,2,incompressible
rand_0705.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.17921875,-1.0,95,0.0234375,0.0078125,1,incompressible
rand_0706.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,98,0.0390625,0.0,0,incompressible
rand_0707.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1596875,-1.0,99,0.0234375,0.0,1,incompressible
rand_0708.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1953125,-1.0,97,0.0234375,0.0,0,incompressible
rand_0709.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,100,0.0234375,0.0,0,incompressible
rand_0710.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,101,0.0234375,0.0,0,incompressible
rand_0711.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1753125,-1.0,97,0.0234375,0.0,1,incompressible
rand_0712.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,98,0.0234375,0.015625,0,incompressible
rand_0713.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,100,0.03125,0.0,0,incompressible
rand_0714.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.12890625,-1.0,102,0.03125,0.0078125,0,incompressible
rand_0715.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1328125,-1.0,103,0.03125,0.0,0,incompressible
rand_0716.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.125,-1.0,104,0.03125,0.0,0,incompressible
rand_0717.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.0971875,-1.0,105,0.03125,0.0,1,incompressible
rand_0718.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.09671874999999999,-1.0,101,0.03125,0.0078125,2,incompressible
rand_0719.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,98,0.03125,0.0,0,incompressible
rand_0720.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.203125,-1.0,94,0.03125,0.0,0,incompressible
rand_0721.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13625,-1.0,102,0.0234375,0.0,1,incompressible
rand_0722.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.10546875,-1.0,107,0.0234375,0.0078125,0,incompressible
rand_0723.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,98,0.03125,0.0,0,incompressible
rand_0724.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.06984375,-1.0,107,0.03125,0.0078125,1,incompressible
rand_0725.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1440625,-1.0,99,0.03125,0.0,1,incompressible
rand_0726.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1875,-1.0,98,0.0234375,0.0,0,incompressible
rand_0727.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.105,-1.0,103,0.0234375,0.015625,1,incompressible
rand_0728.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.08546875,-1.0,105,0.03125,0.0078125,1,incompressible
rand_0729.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.140625,-1.0,101,0.0234375,0.015625,0,incompressible
rand_0730.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1396875,-1.0,99,0.0234375,0.0,2,incompressible
rand_0731.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1440625,-1.0,99,0.03125,0.0,1,incompressible
rand_0732.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.10546875,-1.0,105,0.03125,0.0078125,0,incompressible
rand_0733.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.12453125,-1.0,102,0.0234375,0.0078125,1,incompressible
rand_0734.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.17578125,-1.0,98,0.0234375,0.0078125,0,incompressible
rand_0735.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14453125,-1.0,102,0.0234375,0.0078125,0,incompressible
rand_0736.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.203125,-1.0,94,0.03125,0.0,0,incompressible
rand_0737.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15234375,-1.0,99,0.03125,0.0078125,0,incompressible
rand_0738.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,101,0.0234375,0.0,0,incompressible
rand_0739.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,99,0.0234375,0.0,0,incompressible
rand_0740.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.125,-1.0,103,0.0234375,0.015625,0,incompressible
rand_0741.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,97,0.0234375,0.015625,0,incompressible
rand_0742.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1284375,-1.0,103,0.0234375,0.0,1,incompressible
rand_0743.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1440625,-1.0,101,0.0234375,0.0,1,incompressible
rand_0744.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13671875,-1.0,103,0.0234375,0.0078125,0,incompressible
rand_0745.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,101,0.0234375,0.0,0,incompressible
rand_0746.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1953125,-1.0,95,0.03125,0.0,0,incompressible
rand_0747.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11671875,-1.0,101,0.03125,0.0078125,1,incompressible
rand_0748.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.16015625,-1.0,100,0.0234375,0.0078125,0,incompressible
rand_0749.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.2109375,-1.0,95,0.0234375,0.0,0,incompressible
rand_0750.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,95,0.046875,0.0,0,incompressible
rand_0751.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.105,-1.0,106,0.0234375,0.0,1,incompressible
rand_0752.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1328125,-1.0,101,0.0390625,0.0,0,incompressible
rand_0753.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11624999999999999,-1.0,102,0.0234375,0.0,2,incompressible
rand_0754.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1953125,-1.0,94,0.0234375,0.015625,0,incompressible
rand_0755.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,95,0.03125,0.015625,0,incompressible
rand_0756.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.16015625,-1.0,98,0.03125,0.0078125,0,incompressible
rand_0757.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.140625,-1.0,100,0.0390625,0.0,0,incompressible
rand_0758.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.0815625,-1.0,104,0.03125,0.015625,1,incompressible
rand_0759.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,100,0.0234375,0.0,0,incompressible
rand_0760.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.0971875,-1.0,105,0.03125,0.0,1,incompressible
rand_0761.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.111875,-1.0,100,0.0234375,0.0,3,incompressible
rand_0762.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.125,-1.0,104,0.03125,0.0,0,incompressible
rand_0763.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.163125,-1.0,94,0.03125,0.0,2,incompressible
rand_0764.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.125,-1.0,106,0.0234375,0.0,0,incompressible
rand_0765.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.125,-1.0,106,0.0234375,0.0,0,incompressible
rand_0766.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.171875,-1.0,100,0.0234375,0.0,0,incompressible
rand_0767.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.125,-1.0,105,0.015625,0.015625,0,incompressible
rand_0768.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.120625,-1.0,104,0.0234375,0.0,1,incompressible
rand_0769.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1128125,-1.0,102,0.0234375,0.015625,1,incompressible
rand_0770.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1284375,-1.0,105,0.015625,0.0,1,incompressible
rand_0771.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1196875,-1.0,99,0.0234375,0.0,3,incompressible
rand_0772.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,99,0.03125,0.0,0,incompressible
rand_0773.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1440625,-1.0,97,0.0390625,0.0,1,incompressible
rand_0774.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,101,0.0234375,0.0,0,incompressible
rand_0775.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11671875,-1.0,101,0.03125,0.0078125,1,incompressible
rand_0776.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.12453125,-1.0,100,0.03125,0.0078125,1,incompressible
rand_0777.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1171875,-1.0,107,0.0234375,0.0,0,incompressible
rand_0778.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,97,0.03125,0.0,0,incompressible
rand_0779.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1596875,-1.0,99,0.0234375,0.0,1,incompressible
rand_0780.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1475,-1.0,96,0.03125,0.0,2,incompressible
rand_0781.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,94,0.03125,0.015625,0,incompressible
rand_0782.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.120625,-1.0,101,0.0234375,0.015625,1,incompressible
rand_0783.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.140625,-1.0,104,0.0234375,0.0,0,incompressible
rand_0784.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,100,0.03125,0.0,0,incompressible
rand_0785.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13625,-1.0,100,0.03125,0.0,1,incompressible
rand_0786.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.10546875,-1.0,107,0.0234375,0.0078125,0,incompressible
rand_0787.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.16796875,-1.0,99,0.0234375,0.0078125,0,incompressible
rand_0788.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.359375,-1.0,65,0.0546875,0.015625,0,incompressible
rand_0789.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.17875,-1.0,94,0.0234375,0.0,2,incompressible
rand_0790.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13671875,-1.0,103,0.0234375,0.0078125,0,incompressible
rand_0791.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.120625,-1.0,104,0.0234375,0.0,1,incompressible
rand_0792.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1328125,-1.0,103,0.03125,0.0,0,incompressible
rand_0793.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,99,0.0234375,0.0,0,incompressible
rand_0794.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1440625,-1.0,101,0.0234375,0.0,1,incompressible
rand_0795.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14453125,-1.0,100,0.03125,0.0078125,0,incompressible
rand_0796.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11328125,-1.0,104,0.03125,0.0078125,0,incompressible
rand_0797.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1128125,-1.0,105,0.0234375,0.0,1,incompressible
rand_0798.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1128125,-1.0,102,0.0234375,0.015625,1,incompressible
rand_0799.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.08499999999999999,-1.0,106,0.0234375,0.0,2,incompressible
rand_0800.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.111875,-1.0,100,0.0234375,0.0,3,incompressible
rand_0801.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.14359375,-1.0,97,0.0234375,0.0078125,2,incompressible
rand_0802.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1396875,-1.0,99,0.0234375,0.0,2,incompressible
rand_0803.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1484375,-1.0,101,0.03125,0.0,0,incompressible
rand_0804.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1040625,-1.0,99,0.03125,0.0,3,incompressible
rand_0805.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.140625,-1.0,104,0.0234375,0.0,0,incompressible
rand_0806.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1596875,-1.0,99,0.0234375,0.0,1,incompressible
rand_0807.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1640625,-1.0,101,0.0234375,0.0,0,incompressible
rand_0808.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.131875,-1.0,98,0.03125,0.0,2,incompressible
rand_0809.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.120625,-1.0,104,0.0234375,0.0,1,incompressible
rand_0810.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1484375,-1.0,103,0.0234375,0.0,0,incompressible
rand_0811.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.120625,-1.0,104,0.0234375,0.0,1,incompressible
rand_0812.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.151875,-1.0,96,0.0390625,0.0,1,incompressible
rand_0813.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.15625,-1.0,102,0.0234375,0.0,0,incompressible
rand_0814.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.13625,-1.0,98,0.0390625,0.0,1,incompressible
rand_0815.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1796875,-1.0,96,0.0234375,0.015625,0,incompressible
rand_0816.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.089375,-1.0,108,0.0234375,0.0,1,incompressible
rand_0817.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.1484375,-1.0,103,0.0234375,0.0,0,incompressible
rand_0818.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.07328124999999999,-1.0,106,0.0234375,0.0078125,2,incompressible
rand_0819.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.17578125,-1.0,96,0.03125,0.0078125,0,incompressible
rand_0820.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.151875,-1.0,100,0.0234375,0.0,1,incompressible
rand_0821.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.16015625,-1.0,100,0.0234375,0.0078125,0,incompressible
rand_0822.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.11624999999999999,-1.0,100,0.03125,0.0,2,incompressible
rand_0823.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.0859375,-1.0,108,0.0234375,0.015625,0,incompressible
rand_0824.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,stage1,-0.16015625,-1.0,100,0.0234375,0.0078125,0,incompressible
