page_id,page_type,original_size,compressed_size,compression_ratio,label,stage1_pred,feat_distinct,feat_max_freq_ratio,feat_zero_ratio,feat_run_count
rand_0726.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,0
rand_0727.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,0
rand_0728.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0729.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,2
rand_0730.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.015625,0
rand_0731.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0732.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.03125,0.0,0
rand_0733.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,3
rand_0734.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,0
rand_0735.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0078125,0
rand_0736.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,1
rand_0737.bin,rand,4096,4119,1.005615234375,incompressible,compressible,107,0.03125,0.0,0
rand_0738.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0739.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,0
rand_0740.bin,rand,4096,4119,1.005615234375,incompressible,compressible,103,0.03125,0.0078125,0
rand_0741.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,1
rand_0742.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0743.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0390625,0.0078125,0
rand_0744.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0078125,0
rand_0745.bin,rand,4096,4119,1.005615234375,incompressible,compressible,109,0.03125,0.0,0
rand_0746.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,110,0.015625,0.0078125,0
rand_0747.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,1
rand_0748.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.0,0
rand_0749.bin,rand,4096,4119,1.005615234375,incompressible,compressible,107,0.0390625,0.0,1
rand_0750.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0751.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0752.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,1
rand_0753.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0754.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.015625,0
rand_0755.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0078125,0
rand_0756.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0757.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,1
rand_0758.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0390625,0.0,0
rand_0759.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,0
rand_0760.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0761.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,0
rand_0762.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,0
rand_0763.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0078125,0
rand_0764.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,1
rand_0765.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.0234375,0.0,0
rand_0766.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0767.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,1
rand_0768.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0769.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.015625,1
rand_0770.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0234375,0.015625,0
rand_0771.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,1
rand_0772.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0078125,0
rand_0773.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.03125,0.0234375,1
rand_0774.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,1
rand_0775.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,1
rand_0776.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0777.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0778.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,110,0.0234375,0.0,0
rand_0779.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0234375,0.0078125,0
rand_0780.bin,rand,4096,4119,1.005615234375,incompressible,compressible,104,0.03125,0.0078125,1
rand_0781.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0782.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0783.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0784.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,1
rand_0785.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.0390625,0.0078125,0
rand_0786.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0787.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0788.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0789.bin,rand,4096,4119,1.005615234375,incompressible,compressible,107,0.03125,0.0,0
rand_0790.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,0
rand_0791.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.015625,0
rand_0792.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,2
rand_0793.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,1
rand_0794.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0078125,2
rand_0795.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,1
rand_0796.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,1
rand_0797.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.0234375,0.0,1
rand_0798.bin,rand,4096,4119,1.005615234375,incompressible,compressible,65,0.03125,0.0,0
rand_0799.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,1
rand_0800.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,0
rand_0801.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0802.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0803.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,2
rand_0804.bin,rand,4096,4119,1.005615234375,incompressible,compressible,105,0.03125,0.0,1
rand_0805.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,109,0.0234375,0.0078125,1
rand_0806.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.015625,0
rand_0807.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,1
rand_0808.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,0
rand_0809.bin,rand,4096,4119,1.005615234375,incompressible,compressible,105,0.03125,0.0,1
rand_0810.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0811.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0,0
rand_0812.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0813.bin,rand,4096,4119,1.005615234375,incompressible,compressible,103,0.03125,0.0,0
rand_0814.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0815.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,0
rand_0816.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,0
rand_0817.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,0
rand_0818.bin,rand,4096,4119,1.005615234375,incompressible,compressible,91,0.03125,0.0,1
rand_0819.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0078125,2
rand_0820.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0234375,0.0,0
rand_0821.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0822.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,0
rand_0823.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.015625,0
rand_0824.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,0
rand_0825.bin,rand,4096,4119,1.005615234375,incompressible,compressible,105,0.03125,0.0,1
rand_0826.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,0
rand_0827.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.015625,0.015625,1
rand_0828.bin,rand,4096,4119,1.005615234375,incompressible,compressible,92,0.03125,0.0,1
rand_0829.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0830.bin,rand,4096,4119,1.005615234375,incompressible,compressible,91,0.03125,0.0078125,0
rand_0831.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.015625,1
rand_0832.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,1
rand_0833.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,1
rand_0834.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0835.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.015625,2
rand_0836.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,1
rand_0837.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,1
rand_0838.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,1
rand_0839.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,0
rand_0840.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,0
rand_0841.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,3
rand_0842.bin,rand,4096,4119,1.005615234375,incompressible,compressible,110,0.03125,0.0078125,0
rand_0843.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,1
rand_0844.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,2
rand_0845.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,0
rand_0846.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,1
rand_0847.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.015625,0
rand_0848.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.0078125,0
rand_0849.bin,rand,4096,4119,1.005615234375,incompressible,compressible,90,0.03125,0.0,0
rand_0850.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.03125,0.0,0
rand_0851.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0852.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,0
rand_0853.bin,rand,4096,4119,1.005615234375,incompressible,compressible,91,0.03125,0.0078125,1
rand_0854.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0855.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0856.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,0
rand_0857.bin,rand,4096,4119,1.005615234375,incompressible,compressible,89,0.0390625,0.0078125,2
rand_0858.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0859.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.015625,0
rand_0860.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0078125,0
rand_0861.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0862.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0863.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0078125,0
rand_0864.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.0390625,0.0,1
rand_0865.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0866.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0,0
rand_0867.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,0
rand_0868.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,1
rand_0869.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,0
rand_0870.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0871.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0872.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,0
rand_0873.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,2
rand_0874.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,2
rand_0875.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0876.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,1
rand_0877.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,1
rand_0878.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.0390625,0.0078125,0
rand_0879.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.0,1
rand_0880.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.015625,1
rand_0881.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,0
rand_0882.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0234375,0
rand_0883.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0884.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0078125,0
rand_0885.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0,1
rand_0886.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0887.bin,rand,4096,4119,1.005615234375,incompressible,compressible,91,0.0234375,0.015625,0
rand_0888.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,109,0.0234375,0.0078125,0
rand_0889.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,2
rand_0890.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0078125,0
rand_0891.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0078125,0
rand_0892.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,1
rand_0893.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,1
rand_0894.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.0,1
rand_0895.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,1
rand_0896.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0078125,0
rand_0897.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0898.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,1
rand_0899.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0078125,2
rand_0900.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,1
rand_0901.bin,rand,4096,4119,1.005615234375,incompressible,compressible,104,0.03125,0.0078125,1
rand_0902.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0078125,1
rand_0903.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0904.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.0,1
rand_0905.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,0
rand_0906.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0078125,1
rand_0907.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,110,0.015625,0.0078125,0
rand_0908.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0909.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,0
rand_0910.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0911.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.0390625,0.0,2
rand_0912.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,2
rand_0913.bin,rand,4096,4119,1.005615234375,incompressible,compressible,104,0.03125,0.0078125,0
rand_0914.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0915.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.015625,0.0,1
rand_0916.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0078125,0
rand_0917.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,0
rand_0918.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0078125,0
rand_0919.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,1
rand_0920.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,1
rand_0921.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,0
rand_0922.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0,0
rand_0923.bin,rand,4096,4119,1.005615234375,incompressible,compressible,105,0.03125,0.0,0
rand_0924.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0,0
rand_0925.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0078125,0
rand_0926.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,1
rand_0927.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0928.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.015625,0
rand_0929.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,1
rand_0930.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0078125,1
rand_0931.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,0
rand_0932.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0933.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0934.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,0
rand_0935.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,108,0.0234375,0.0,0
rand_0936.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0937.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.03125,0.0,1
rand_0938.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,0
rand_0939.bin,rand,4096,4119,1.005615234375,incompressible,compressible,102,0.03125,0.0,1
rand_0940.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,1
rand_0941.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,0
rand_0942.bin,rand,4096,4119,1.005615234375,incompressible,compressible,92,0.0234375,0.0,0
rand_0943.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0390625,0.0,0
rand_0944.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.015625,1
rand_0945.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,0
rand_0946.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0078125,1
rand_0947.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.0234375,0.0,0
rand_0948.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,0
rand_0949.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0950.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0078125,2
rand_0951.bin,rand,4096,4119,1.005615234375,incompressible,compressible,100,0.03125,0.0,0
rand_0952.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,103,0.0234375,0.0,0
rand_0953.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0,0
rand_0954.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0,0
rand_0955.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,2
rand_0956.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,1
rand_0957.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,0
rand_0958.bin,rand,4096,4119,1.005615234375,incompressible,compressible,105,0.0390625,0.0078125,0
rand_0959.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0234375,1
rand_0960.bin,rand,4096,4119,1.005615234375,incompressible,compressible,106,0.03125,0.0078125,1
rand_0961.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.015625,1
rand_0962.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,1
rand_0963.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.015625,0
rand_0964.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,2
rand_0965.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,1
rand_0966.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0,1
rand_0967.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0,0
rand_0968.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,106,0.0234375,0.0,0
rand_0969.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.0234375,0.0,1
rand_0970.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0078125,0
rand_0971.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.0078125,3
rand_0972.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,1
rand_0973.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.03125,0.0,0
rand_0974.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.0234375,0.0,1
rand_0975.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.0078125,0
rand_0976.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,0
rand_0977.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.015625,0.0,2
rand_0978.bin,rand,4096,4119,1.005615234375,incompressible,compressible,104,0.03125,0.0,0
rand_0979.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,2
rand_0980.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.03125,0.0078125,1
rand_0981.bin,rand,4096,4119,1.005615234375,incompressible,compressible,101,0.03125,0.0078125,0
rand_0982.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,104,0.0234375,0.0,0
rand_0983.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.015625,0.0078125,0
rand_0984.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0985.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,100,0.0234375,0.0078125,0
rand_0986.bin,rand,4096,4119,1.005615234375,incompressible,compressible,94,0.0234375,0.0,0
rand_0987.bin,rand,4096,4119,1.005615234375,incompressible,compressible,75,0.03125,0.0,1
rand_0988.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0078125,1
rand_0989.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,1
rand_0990.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,107,0.0234375,0.015625,0
rand_0991.bin,rand,4096,4119,1.005615234375,incompressible,compressible,98,0.03125,0.0,0
rand_0992.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,102,0.0234375,0.015625,0
rand_0993.bin,rand,4096,4119,1.005615234375,incompressible,compressible,99,0.0234375,0.0,0
rand_0994.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,101,0.0234375,0.0,0
rand_0995.bin,rand,4096,4119,1.005615234375,incompressible,compressible,95,0.03125,0.0,0
rand_0996.bin,rand,4096,4119,1.005615234375,incompressible,compressible,96,0.03125,0.0078125,0
rand_0997.bin,rand,4096,4119,1.005615234375,incompressible,compressible,103,0.03125,0.0,0
rand_0998.bin,rand,4096,4119,1.005615234375,incompressible,incompressible,105,0.0234375,0.0,1
rand_0999.bin,rand,4096,4119,1.005615234375,incompressible,compressible,97,0.0234375,0.0,0
repeat_0000.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0001.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0002.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0003.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0004.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0005.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0006.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0007.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0008.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0009.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0010.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
repeat_0011.bin,repeat,4096,49,0.011962890625,compressible,compressible,1,1.0,0.0,127
